"Story","Title","Result","Date","Stability","Duration (s)"
"Se desea verificar la creación masiva de productos y ofertas dentro de Octopia","Creación masiva productos y ofertas","FAILURE","2024-02-09T15:19:35.520288-05:00[America/Bogota]","0.0","78.95"
